"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LAMA1",-18.5277777777778,109.347222222222,-0.230801988141778,0.826574139905234,0.927164043623337,-4.59591226103313
"HTR1D",10.5722222222222,103.45,0.230786172131155,0.826585774853662,0.927164043623337,-4.59591226827672
"KRT37",-13.4277777777778,81.2972222222222,-0.230727333343061,0.826629059679287,0.927164043623337,-4.59591229522017
"DKK3",26.5111111111111,240.352777777778,0.230518928506886,0.826782378556176,0.927164043623337,-4.59591239059995
"NAT2",-20.3000000000001,168.919444444444,-0.230431149396344,0.826846958342899,0.927164043623337,-4.59591243074873
"ABCB10",-14.7916666666667,77.2125,-0.230310514082393,0.826935713227255,0.927164043623337,-4.59591248590151
"TSC1",-12.4777777777778,172.875,-0.230243139491292,0.826985283933165,0.927164043623337,-4.5959125166922
"VPS52",128.058333333333,2145.66527777778,0.230235379989215,0.826990993028199,0.927164043623337,-4.59591252023779
"ADH1C",-17.6,120.630555555556,-0.2301869143625,0.827026652145357,0.927164043623337,-4.59591254238088
"BEAN1",23.9166666666667,139.247222222222,0.229963796016525,0.8271908200061,0.927233644096681,-4.59591264426211
"MC5R",-15.05,491.905555555556,-0.229522731194096,0.827515379727178,0.927339023776156,-4.59591284538434
"ITSN1",56.5944444444443,1104.23611111111,0.229369742306964,0.827627966464236,0.927339023776156,-4.59591291505966
"ZNF268",29.3111111111111,174.811111111111,0.229154235946777,0.827786568667589,0.927339023776156,-4.59591301313161
"PMS2P4",-15.15,111.088888888889,-0.229046141277505,0.82786612458946,0.927339023776156,-4.5959130622897
"NPPB",12.0888888888889,111.391666666667,0.228888299513951,0.827982297763429,0.927339023776156,-4.59591313403129
"MFSD10",-128.522222222223,4492.92222222222,-0.228881776542363,0.82798709884532,0.927339023776156,-4.59591313699506
"DRD2",-72.2361111111111,574.701388888889,-0.228864924175875,0.827999502678038,0.927339023776156,-4.59591314465172
"BMP8A",10.7638888888889,68.8625,0.22814004879149,0.828533085768057,0.927822218965758,-4.59591347347787
"AKAP1",22.7111111111111,289.7,0.227907388356357,0.828704370075738,0.927891600785575,-4.59591357880786
"MIR637",116.477777777777,2129.43333333333,0.227651811482168,0.828892537859555,0.927891600785575,-4.59591369439376
"DIDO1",-38.0472222222223,879.976388888889,-0.227350040459848,0.829114732688172,0.927891600785575,-4.59591383071103
"API5",23.8694444444445,115.979166666667,0.227177656846697,0.829241667335078,0.927891600785575,-4.59591390850303
"COL19A1",17.2138888888888,184.965277777778,0.227166202446194,0.82925010199021,0.927891600785575,-4.59591391367008
"SCAND2P",10.0083333333333,47.0791666666667,0.227113091179982,0.829289211772772,0.927891600785575,-4.59591393762518
"BUB1",-13.2888888888889,87.5111111111111,-0.226758669197463,0.829550213415396,0.927891600785575,-4.59591409734466
"DNAJA3",11.5333333333333,111.213888888889,0.226555956890943,0.829699504981277,0.927891600785575,-4.59591418858892
"IQSEC3",-62.2055555555556,470.8,-0.226371621478874,0.829835269577861,0.927891600785575,-4.59591427149345
"TRIM58",-18.6583333333334,270.615277777778,-0.226295206358174,0.829891551935158,0.927891600785575,-4.59591430584203
"CACNA2D2",-44.2722222222222,628.325,-0.226292928943897,0.829893229346614,0.927891600785575,-4.59591430686555
"SNUPN",28.6194444444444,194.195833333333,0.226270958740945,0.829909411378358,0.927891600785575,-4.595914316739
"CTNNBIP1",22.6,152.975,0.226137367409459,0.830007809391553,0.927891600785575,-4.59591437675536
"N4BP3",29.1388888888889,175.541666666667,0.226113702800014,0.830025240161048,0.927891600785575,-4.59591438738322
"GLRA1",-11.2,72.6361111111111,-0.22520463467314,0.830694921105687,0.928525962146561,-4.5959147948407
"SLC17A2",10.6916666666667,41.7180555555556,0.224723743526677,0.831049243849286,0.928804704906869,-4.59591500974576
"KLHL18",-23.8444444444446,661.416666666667,-0.224361022268352,0.831316528572142,0.928804704906869,-4.59591517155012
"FARSA",49.1666666666666,698.094444444444,0.224347242799549,0.831326682998399,0.928804704906869,-4.59591517769198
"MIR22",34.411111111111,630.727777777778,0.224211100785245,0.831427011368117,0.928804704906869,-4.59591523835447
"POM121",51.7388888888887,1482.38333333333,0.224058091197256,0.831539774451232,0.928804704906869,-4.59591530649065
"RHOA",280.066666666666,7429.17777777778,0.2240097952379,0.831575367953474,0.928804704906869,-4.59591532798788
"CTSO",-14.5472222222222,132.715277777778,-0.22381747787577,0.831717107915232,0.928804704906869,-4.59591541354697
"SEMG1",-12.8777777777778,58.1138888888889,-0.223709394690844,0.831796769563287,0.928804704906869,-4.59591546160057
"GRINA",66.0027777777777,560.854166666667,0.223313202428018,0.83208879872009,0.928804704906869,-4.59591563755629
"NEDD4L",37.2805555555554,634.426388888889,0.223124326580404,0.832228027925681,0.928804704906869,-4.59591572133379
"ARFGEF1",-24.7500000000001,234.611111111111,-0.222837988062212,0.832439114700858,0.928804704906869,-4.5959158482118
"DCLK1",10.925,62.0263888888889,0.222712357308983,0.832531733871983,0.928804704906869,-4.59591590382999
"NPTXR",-9.93333333333334,27.5861111111111,-0.222663770245968,0.832567554696575,0.928804704906869,-4.59591592533197
"MSX2",24.8444444444444,237.016666666667,0.222629692458944,0.832592678828291,0.928804704906869,-4.59591594041024
"TRIM38",119.827777777778,2319.45277777778,0.222417972474745,0.832748776216074,0.928804704906869,-4.59591603403952
"C1orf123",-41.1250000000001,514.051388888889,-0.222125369309098,0.832964521703628,0.928804704906869,-4.59591616329697
"SEL1L2",-9.80277777777778,26.8847222222222,-0.222063982512744,0.833009786226876,0.928804704906869,-4.59591619039383
"SCNN1B",-36.5361111111112,233.973611111111,-0.222037924023241,0.833029001086964,0.928804704906869,-4.59591620189418
"KDM3A",-49.3611111111113,483.763888888889,-0.221844421956674,0.833171688663947,0.928804704906869,-4.59591628725156
"PARG",-10.1611111111111,63.725,-0.22182031216236,0.833189467630455,0.928804704906869,-4.59591629788183
"POLD3",-38.2888888888889,390.266666666667,-0.221781705995318,0.833217936700369,0.928804704906869,-4.59591631490139
"SLC25A13",-23.4305555555556,356.048611111111,-0.221772196919435,0.833224948954682,0.928804704906869,-4.59591631909304
"RPS15A",-41.2277777777779,416.991666666667,-0.221570207811496,0.833373905429978,0.928804704906869,-4.59591640809003
"SERPINA4",33.4861111111111,615.4875,0.22153689233797,0.833398474621929,0.928804704906869,-4.59591642276143
"MDH1",-242.450000000001,5037.90833333333,-0.221141359483082,0.833690185034565,0.929015820226838,-4.59591659678336
"IRGC",21.9944444444444,145.705555555556,0.220827787207334,0.833921470034057,0.929044090974525,-4.59591673453275
"RLN2",18.6666666666667,70.1861111111111,0.220695975601288,0.83401869746924,0.929044090974525,-4.59591679238026
"MATN4",10.4222222222222,46.6666666666667,0.220690947408934,0.834022406452304,0.929044090974525,-4.5959167945863
"MITF",-11.5111111111111,44.2638888888889,-0.220020608223489,0.834516917470211,0.929463471508233,-4.59591708825427
"ATP8B1",-42.7083333333334,732.106944444444,-0.219886218655899,0.834616067447326,0.929463471508233,-4.59591714702541
"LRMP",-19.6833333333333,206.447222222222,-0.219764484928249,0.834705883198575,0.929463471508233,-4.59591720023209
"OPCML",9.87777777777777,68.8083333333333,0.219613161843185,0.834817534103617,0.929473849260009,-4.59591726633201
"CYB561",27.9638888888888,174.223611111111,0.219268682308025,0.835071718308975,0.929642899546565,-4.59591741664186
"HNF4G",-21.2527777777778,204.451388888889,-0.218857511096497,0.835375142751035,0.929716720479349,-4.59591759575468
"ASAH1",532.072222222221,10319.1694444444,0.218564152009948,0.835591647378043,0.929716720479349,-4.59591772334889
"RAN",52.705555555556,1795.93055555556,0.218524187703088,0.835621143078883,0.929716720479349,-4.5959177407183
"CLK1",-130.933333333334,1590.93333333333,-0.218394718782258,0.835716699859852,0.929716720479349,-4.5959177969675
"ASB4",15.7055555555556,120.097222222222,0.218382539594978,0.835725689085292,0.929716720479349,-4.59591780225723
"GNPAT",21.3555555555554,706.308333333333,0.21834665241484,0.835752176892423,0.929716720479349,-4.5959178178423
"STOML2",90.2611111111109,1700.88611111111,0.218156874284311,0.835892253476012,0.929758674788467,-4.59591790021805
"LRRTM2",12.0611111111111,55.7861111111111,0.217455989564638,0.836409641113729,0.929953927679283,-4.59591820384895
"TSPAN9",-16.3944444444445,175.002777777778,-0.217435411965299,0.836424832754127,0.929953927679283,-4.59591821274918
"KCND3",22.3333333333333,192.294444444444,0.217343998276207,0.836492320897544,0.929953927679283,-4.59591825227765
"TTI1",26.0999999999999,544.055555555556,0.217257632671596,0.83655608364617,0.929953927679283,-4.59591828960855
"PCDHA12",-27.938888888889,284.213888888889,-0.217127273210195,0.836652329252878,0.929953927679283,-4.59591834592843
"HSDL2",29.4472222222222,211.481944444444,0.217086953813776,0.836682098094804,0.929953927679283,-4.59591836334124
"TCAP",103.1,1538.04444444444,0.216143210625575,0.837378976135605,0.930614614002165,-4.59591877002775
"LOC101928635",-90.9000000000005,2093.25555555556,-0.215734204749413,0.837681046407167,0.930836425803315,-4.59591894575026
"GRK4",-28.2583333333334,160.984722222222,-0.215392537738269,0.837933408006202,0.931002953507074,-4.59591909229597
"COX7A2",501.777777777775,8236.99444444444,0.215199349771376,0.838076109993802,0.931015125155398,-4.59591917505792
"DNAJC8",-73.8000000000002,1661.27222222222,-0.214839633929995,0.838341839759062,0.931015125155398,-4.59591932896995
"PACS2",89.3194444444445,1082.66527777778,0.214798225311924,0.838372430755371,0.931015125155398,-4.59591934667158
"GNB5",20.75,370.505555555556,0.214542693862104,0.838561214107947,0.931015125155398,-4.59591945583509
"MLLT1",36.6388888888888,514.163888888889,0.214441204733364,0.838636196385309,0.931015125155398,-4.59591949915669
"RNASE3",25.3666666666667,266.402777777778,0.214435023298371,0.838640763420593,0.931015125155398,-4.59591950179465
"XRCC1",61.8222222222221,948.572222222222,0.214406457555263,0.838661868768189,0.931015125155398,-4.59591951398431
"E2F1",26.6222222222222,336.511111111111,0.214250970536853,0.83877675058586,0.931028867844478,-4.59591958030674
"KIF2C",14.3916666666667,126.884722222222,0.213745382205423,0.839150336703856,0.93132972975087,-4.59591979564306
"BRAP",-16.475,150.620833333333,-0.213164139615297,0.839579884060975,0.931653640414187,-4.59592004259544
"KCTD7",9.56388888888889,48.2986111111111,0.213072882526092,0.839647330224654,0.931653640414187,-4.59592008130893
"SELE",19.6805555555555,182.690277777778,0.212873595421851,0.839794624479831,0.931703258110457,-4.59592016579582
"DNPEP",-90.8944444444449,2753.575,-0.212327275950334,0.84019845043322,0.931917644741813,-4.59592039701459
"MAP3K13",9.81388888888889,40.3708333333333,0.212078772855485,0.840382156254912,0.931917644741813,-4.59592050199893
"PRKCB",25.8638888888889,158.376388888889,0.211879593946633,0.840529407498034,0.931917644741813,-4.59592058605983
"NDUFS7",160.088888888889,2216.92222222222,0.211863515766324,0.840541294279792,0.931917644741813,-4.59592059284209
"CLEC4M",10.2222222222222,72.6861111111111,0.21185103108799,0.840550524377817,0.931917644741813,-4.59592059810817
"FMO5",16.9944444444444,227.1,0.211688384948842,0.840670773603127,0.931917644741813,-4.59592066668544
"MYL1",-9.80833333333334,39.8041666666667,-0.211640653037504,0.840706064187429,0.931917644741813,-4.59592068680124
"PSMD13",-65.3027777777781,1005.40416666667,-0.211278131217654,0.840974108484711,0.932005843066043,-4.59592083943698
"EIF3F",-98.0000000000005,2494.83333333333,-0.21111748419844,0.841092896773908,0.932005843066043,-4.59592090699488
"ARHGEF12",-22.5277777777779,543.188888888889,-0.211116722751035,0.841093459827409,0.932005843066043,-4.59592090731498
"PMS2P5",26.4277777777778,262.766666666667,0.210966988454389,0.841204183182598,0.932014832379549,-4.59592097023882
"MKRN3",-9.55000000000001,33.7,-0.21050895824236,0.841542906544984,0.93215753346021,-4.59592116245245
"TGFBR1",18.7277777777778,229.925,0.210493347541382,0.841554451684421,0.93215753346021,-4.59592116899642
"MAGEA11",29.8611111111111,280.347222222222,0.210203866441069,0.841768550152728,0.93215753346021,-4.59592129026135
"GRK3",-25.0055555555556,343.822222222222,-0.210187254961886,0.841780836372107,0.93215753346021,-4.59592129721509
"ZNF510",-17.4694444444445,197.623611111111,-0.210098999017956,0.84184611328571,0.93215753346021,-4.59592133415104
"GALNT3",10.0527777777778,36.6486111111111,0.209742338738793,0.842109925263512,0.932324978886902,-4.59592148326424
"TRIP4",24.4388888888889,241.325,0.209617019652715,0.842202625978976,0.932324978886902,-4.59592153559982
"ALDH1A1",44.7166666666664,829.247222222222,0.209419307390637,0.842348883075579,0.93233858495709,-4.59592161810674
"PPP1R2P9",13.6805555555555,82.4486111111111,0.209308283914424,0.84243101554017,0.93233858495709,-4.59592166440477
"AES",272.533333333333,5956.94444444444,0.209184140542128,0.842522856471188,0.93233858495709,-4.59592171614588
"DNAJC2",15.2527777777778,130.393055555556,0.208815734077305,0.842795419261866,0.932440562744144,-4.59592186951771
"ZNF157",-14.6527777777779,447.523611111111,-0.208782070980667,0.842820325897767,0.932440562744144,-4.59592188351903
"CHI3L2",-35.3388888888889,393.838888888889,-0.208396534179772,0.843105591513525,0.932642563356151,-4.5959220437179
"TCF3",42.225,675.590277777778,0.20802820528176,0.843378150143619,0.932830460028555,-4.59592219649941
"TNK2",-50.6750000000005,1698.40694444444,-0.207754972820435,0.843580354681082,0.93288565066635,-4.59592230966661
"GINS1",12.8333333333333,71.5638888888889,0.207683213788698,0.84363346191494,0.93288565066635,-4.59592233936389
"EXO1",21.3916666666667,110.720833333333,0.20753199909778,0.843745375562475,0.932895830338887,-4.59592240191123
"PRSS23",31.5055555555556,366.147222222222,0.20665615204757,0.844393670007664,0.933431911161866,-4.59592276332439
"FRZB",-26.5611111111112,378.402777777778,-0.206557313323774,0.844466838351483,0.933431911161866,-4.59592280401687
"ZNF239",-10.3472222222222,49.8152777777778,-0.20646047498697,0.844538527571091,0.933431911161866,-4.59592284386754
"ASL",-22.1472222222223,134.831944444444,-0.205969370025726,0.844902117774556,0.933718684940464,-4.59592304568777
"TMSB15B",40.1861111111111,465.595833333333,0.205744345175217,0.845068729834191,0.933718684940464,-4.59592313800683
"PACSIN2",-37.3250000000001,426.173611111111,-0.205604987744326,0.845171916942531,0.933718684940464,-4.59592319513093
"AIM2",22.2583333333333,152.929166666667,0.205554657195804,0.845209185024826,0.933718684940464,-4.59592321575276
"ZNF200",-55.788888888889,420.738888888889,-0.205013525295001,0.845609903980515,0.933956828493112,-4.59592343716128
"ATP6V0A1",-76.4000000000002,882.5,-0.204880805826232,0.845708193469951,0.933956828493112,-4.59592349137836
"PPM1B",19.1472222222222,334.770833333333,0.20466111071667,0.845870902432297,0.933956828493112,-4.59592358105116
"GATA3",93.4166666666665,1143.60833333333,0.204637050266156,0.845888722433403,0.933956828493112,-4.59592359086624
"GOT2",67.7333333333329,2873.42222222222,0.204475455609067,0.846008407723625,0.933956828493112,-4.59592365675735
"KCNA3",9.20555555555556,22.3194444444444,0.204430503207451,0.84604170261382,0.933956828493112,-4.59592367507799
"ST6GALNAC2",-47.2305555555557,554.220833333333,-0.204228105148441,0.846191617267292,0.933983332371947,-4.59592375751835
"ADGRE1",-46.9277777777778,449.791666666667,-0.2039767656916,0.846377792686898,0.933983332371947,-4.5959238597835
"FAS",-39.0972222222223,441.818055555556,-0.203706987597121,0.846577638843498,0.933983332371947,-4.59592396941544
"P2RY1",-20.7083333333334,149.901388888889,-0.203634924671481,0.846631023812606,0.933983332371947,-4.59592399867649
"DAZL",-18.1611111111112,160.425,-0.203631235989847,0.846633756451612,0.933983332371947,-4.59592400017401
"RPIA",12.1999999999999,275.961111111111,0.203521581000462,0.846714991874649,0.933983332371947,-4.59592404467927
"ABI2",11.1027777777778,91.2708333333333,0.203265484280815,0.846904723743114,0.933983332371947,-4.59592414852998
"S100A10",-150.983333333333,3727.08611111111,-0.203160389649028,0.846982587573728,0.933983332371947,-4.59592419111067
"CLCNKB",20.8666666666666,182.013888888889,0.203148819041361,0.846991160271686,0.933983332371947,-4.59592419579738
"LY86",15.125,330.248611111111,0.202801879575296,0.847248219890415,0.934153384470094,-4.59592433620621
"TTC30A",14.5638888888889,145.940277777778,0.202357463833081,0.847577534523225,0.934403052078463,-4.59592451572512
"OLR1",12.7222222222222,61.975,0.202082416749995,0.847781363652427,0.934514335686286,-4.59592462663772
"RRAGD",-20.9,254.297222222222,-0.201834155017125,0.847965354534732,0.934603727125224,-4.59592472662377
"MIR548F5",19.2388888888888,116.005555555556,0.20167762373949,0.848081368094894,0.934618183257209,-4.59592478960474
"EED",-17.0861111111111,465.068055555556,-0.201313003651194,0.84835162410065,0.934802596349169,-4.59592493612765
"ZNF211",34.3277777777777,400.066666666667,0.200675921442554,0.848823885339142,0.935053611322005,-4.59592519152365
"LTF",-72.2138888888891,1034.40416666667,-0.200521837067388,0.848938116994029,0.935053611322005,-4.5959252531759
"HIST1H2BC",29.85,441.008333333333,0.200480658125893,0.848968646034985,0.935053611322005,-4.59592526964465
"USP32",-17.0583333333333,137.545833333333,-0.200380843482436,0.849042647368041,0.935053611322005,-4.59592530955008
"SUPT6H",-66.1666666666668,879.222222222222,-0.200311373761487,0.849094152392811,0.935053611322005,-4.59592533731239
"ATXN3",-9.10833333333334,14.4819444444444,-0.200159770120688,0.849206554671204,0.935064024254885,-4.59592539786565
"MBL2",-15.9638888888889,81.5736111111111,-0.199917305311262,0.849386331854053,0.935148612391559,-4.59592549461825
"MYO6",26.7027777777778,482.429166666667,0.19910181317672,0.849991060047263,0.935700981506398,-4.59592581919689
"PHB",72.6166666666664,1693.39166666667,0.198747112322426,0.850254124949092,0.935877146984077,-4.59592595997232
"FGFR1OP",23.1333333333333,182.538888888889,0.198452691914937,0.850472499445026,0.935924522573428,-4.59592607663863
"C16orf45",-39.7055555555558,1450.50277777778,-0.198379817106635,0.85052655374774,0.935924522573428,-4.59592610548995
"MMP13",9.63055555555555,37.9763888888889,0.198272320490113,0.850606290195271,0.935924522573428,-4.59592614802939
"PDE9A",20.3916666666667,200.754166666667,0.197879695122801,0.850897540272938,0.936131584096305,-4.59592630321248
"SP140",-19.863888888889,381.601388888889,-0.197523686167807,0.851161651517674,0.93630874176275,-4.59592644366544
"CCDC106",71.4027777777776,780.284722222222,0.196631772030067,0.85182343000862,0.936923251970004,-4.59592679446768
"ITGA7",-134.322222222222,1607.56111111111,-0.196336096171483,0.852042844780724,0.937051115043385,-4.59592691042142
"SFXN3",41.7055555555554,2307.525,0.196131490622405,0.852194687085894,0.937104641985614,-4.59592699056152
"C7",-235.666666666667,2019.54444444444,-0.195859888361577,0.852396260333208,0.937182273747653,-4.5959270968178
"ACVRL1",-52.1805555555556,426.604166666667,-0.195616311795215,0.852577044790629,0.937182273747653,-4.59592719198842
"CCR9",-16.5861111111112,162.401388888889,-0.195339158118543,0.852782762912588,0.937182273747653,-4.59592730013864
"MAML1",43.4833333333331,1093.96944444444,0.195303133217583,0.852809503473761,0.937182273747653,-4.59592731418527
"MIR124-1",22.3277777777777,249.019444444444,0.195217251884014,0.852873252367551,0.937182273747653,-4.5959273476615
"EWSR1",91.105555555555,2076.61388888889,0.195202283179504,0.852884363624143,0.937182273747653,-4.59592735349478
"FAM189A1",-8.89444444444445,41.425,-0.194837671100873,0.853155026784961,0.937366288652207,-4.59592749544965
"SGCB",-14.4833333333334,165.291666666667,-0.194148371082472,0.853666778637632,0.937713126897481,-4.5959277631122
"MTTP",8.58888888888889,18.6611111111111,0.194035879810723,0.853750302434505,0.937713126897481,-4.59592780670641
"AP2B1",72.2388888888888,2157.85833333333,0.193887032097738,0.853860823909521,0.937713126897481,-4.59592786435229
"TP53TG1",-36.2722222222222,303.691666666667,-0.193856279289959,0.853883658765724,0.937713126897481,-4.59592787625692
"MPZL1",-23.8055555555556,296.275,-0.19210136679241,0.855187000128137,0.93899641149516,-4.5959285525593
"MIR483",48.5444444444444,479.208333333333,0.192004468944434,0.855258979665249,0.93899641149516,-4.59592858972755
"RGP1",-31.9583333333334,377.5375,-0.191825293932457,0.855392082118153,0.939029040594535,-4.59592865840787
"HOXA5",-42.1055555555557,579.686111111111,-0.191533956170704,0.855608517730528,0.939047111681368,-4.59592876994882
"PDK3",-16.1583333333334,103.984722222222,-0.191309494632811,0.855775280621566,0.939047111681368,-4.59592885577341
"SLC22A1",-25.1388888888889,307.022222222222,-0.191293174739764,0.855787405759867,0.939047111681368,-4.59592886200964
"IGHV3-23",-8.75555555555557,30.2472222222222,-0.190910370302661,0.856071829654608,0.939047111681368,-4.59592900814026
"SERPINB5",-9.46388888888889,76.3958333333333,-0.190811423443112,0.856145351249023,0.939047111681368,-4.5959290458657
"POLG",-56.8833333333339,1718.79722222222,-0.190725770919349,0.856208995938442,0.939047111681368,-4.59592907850708
"DEFA4",-13.0861111111112,244.126388888889,-0.190719584918464,0.856213592536337,0.939047111681368,-4.59592908086395
"VNN2",10.7083333333333,118.884722222222,0.190689934665604,0.85623562467743,0.939047111681368,-4.59592909215971
"ZNF284",-36.3861111111111,573.623611111111,-0.190456505458078,0.856409083527131,0.939123953359523,-4.59592918102891
"LINC01314",13.1583333333333,87.9986111111111,0.189639169800716,0.857016509551211,0.939676600223763,-4.59592949136467
"ALKBH1",25.3527777777777,438.156944444444,0.189445252042124,0.857160641467895,0.939681460096464,-4.59592956480336
"GNAT1",9.88055555555556,100.829166666667,0.18928460921603,0.857280046129254,0.939681460096464,-4.59592962558519
"ERVK-19",-41.6888888888891,650.938888888889,-0.189215646676471,0.857331306817064,0.939681460096464,-4.59592965166292
"ADARB1",-24.0722222222223,504.088888888889,-0.188296138394153,0.858014864410321,0.94031720721995,-4.59592999848645
"KIF20B",15.5638888888889,199.5125,0.188093268838843,0.85816569556402,0.94036904485559,-4.59593007478442
"PTGS1",47.9194444444445,655.159722222222,0.187555041767643,0.85856589431929,0.940694091447782,-4.5959302768208
"ARHGEF9",13.6583333333333,130.309722222222,0.187363482766387,0.858708339634966,0.940736684224387,-4.59593034859123
"HIST2H2BE",-32.7111111111112,436.383333333333,-0.187097168547095,0.85890638384156,0.940840169372032,-4.59593044825134
"PRKAB1",-16.7527777777778,201.584722222222,-0.186938529152776,0.859024361396838,0.940855935676774,-4.59593050755187
"ESD",-62.1777777777781,1776.05555555556,-0.186112637225639,0.859638631113266,0.941415202122233,-4.59593081548585
"EIF2AK2",511.027777777775,8303.09722222222,0.185758371023925,0.859902156493922,0.941590269732887,-4.59593094716765
"DZIP3",-12.5194444444445,111.073611111111,-0.185405540278485,0.860164634620215,0.94171178471013,-4.59593107807331
"TEAD1",-20.025,186.334722222222,-0.185330466271312,0.86022048637454,0.94171178471013,-4.59593110589569
"C6orf47",23.0027777777777,199.2875,0.184958413716119,0.860497290737737,0.941800602829283,-4.59593124361634
"ANGPT2",-9.98611111111112,60.5569444444444,-0.184886978007592,0.860550440976638,0.941800602829283,-4.59593127002849
"MON2",-17.5333333333333,273.497222222222,-0.184803323501954,0.860612683417709,0.941800602829283,-4.59593130094571
"PRKCG",-43.4944444444444,524.419444444444,-0.184633123884382,0.860739322568688,0.941825715804288,-4.59593136380645
"DUSP10",15.3,107.022222222222,0.184269853926555,0.861009633966355,0.94200801075842,-4.59593149778636
"PDZK1IP1",423.866666666667,7512.70555555556,0.183836614541886,0.86133203821728,0.942153147964904,-4.59593165723638
"NPIPB15",-30.4166666666667,1227.64722222222,-0.183812820752017,0.861349745755869,0.942153147964904,-4.5959316659829
"UPK2",8.59722222222222,85.5486111111111,0.183287244755709,0.861740907335489,0.942358640555994,-4.59593185890187
"ELP4",-8.26111111111112,33.95,-0.183175887834576,0.861823790838998,0.942358640555994,-4.59593189970773
"SLC22A14",-25.7055555555556,356.047222222222,-0.183087114517204,0.86188986669791,0.942358640555994,-4.59593193222072
"DNAJC9",36.8722222222221,610.952777777778,0.183002815795357,0.8619526132048,0.942358640555994,-4.59593196308069
"PYROXD1",-26.6305555555556,400.448611111111,-0.182393339970474,0.862406301793263,0.942381794785172,-4.59593218578517
"CPN2",8.31111111111111,30.3527777777778,0.182152368653545,0.862585695362921,0.942381794785172,-4.59593227363734
"FCGR3A",38.9277777777775,1172.925,0.182132536787524,0.862600459816999,0.942381794785172,-4.59593228086251
"RABEPK",29.3944444444444,811.508333333333,0.182116815325583,0.862612164197105,0.942381794785172,-4.59593228658963
"SLIT3",-13.6583333333334,336.984722222222,-0.181970910096744,0.862720790239417,0.942381794785172,-4.59593233971798
"EGFR",48.4166666666666,544.611111111111,0.181878207464589,0.862789808879597,0.942381794785172,-4.59593237345217
"KDM1A",52.3305555555555,744.693055555556,0.181781851589953,0.862861548888362,0.942381794785172,-4.59593240849803
"TFAP2A",13.8583333333333,128.759722222222,0.181765498478046,0.862873724448125,0.942381794785172,-4.59593241444406
"SLC26A10",17.2944444444444,194.913888888889,0.181696445216202,0.862925137897407,0.942381794785172,-4.59593243954629
"TAF1A",10.025,109.656944444444,0.18152160668706,0.863055316962511,0.942381794785172,-4.595932503062
"EDDM3A",-10.1833333333333,72.7194444444444,-0.181213315803261,0.863284872285057,0.942381794785172,-4.59593261491347
"AHCYL1",-32.1472222222223,534.918055555555,-0.181185779120936,0.863305377014773,0.942381794785172,-4.59593262489509
"LOC100506558",33.8888888888889,368.822222222222,0.181029509487401,0.86342174289024,0.942381794785172,-4.59593268151239
"OAZ1",-542.500000000006,32838.8388888889,-0.180943852482533,0.863485528874723,0.942381794785172,-4.59593271252618
"NPEPPS",-36.7722222222225,1106.88611111111,-0.180633544205323,0.863716615210022,0.942381794785172,-4.59593282475962
"HNRNPF",-20.25,251.319444444444,-0.180560120971053,0.863771295694675,0.942381794785172,-4.59593285128815
"SLC30A3",62.3333333333329,1483.07777777778,0.180510923419961,0.863807935069723,0.942381794785172,-4.59593286905782
"POLR2H",49.083333333333,1680.11388888889,0.180466079404387,0.863841332531249,0.942381794785172,-4.59593288525093
"IFNB1",9.85833333333332,62.0652777777778,0.180175126852937,0.864058026489891,0.942459669675648,-4.59593299021827
"VRK1",-24.8527777777779,324.129166666667,-0.180074597465273,0.864132901332866,0.942459669675648,-4.59593302644803
"KIR2DL5B",17.2249999999999,263.851388888889,0.179952288853278,0.864223999639819,0.942459669675648,-4.59593307050023
"RPL6",446.788888888889,9012.51666666667,0.179352633810887,0.86467067123929,0.942833578255279,-4.59593328605745
"CBX4",9.57222222222222,155.263888888889,0.178804355165144,0.865079123639175,0.943165728005597,-4.59593348253278
"OPRK1",8.55555555555555,68.7444444444444,0.178363571522617,0.865407529844538,0.943410536915259,-4.59593364006216
"CSF3",9.225,185.906944444444,0.178159879709906,0.865559300990399,0.943462754217664,-4.59593371273047
"ACAT2",-11.1472222222223,190.140277777778,-0.177938758476405,0.865724066258823,0.943529120929792,-4.59593379152519
"CXCL5",21.7027777777778,302.834722222222,0.177669825898354,0.865924467864663,0.94359336090847,-4.59593388722851
"ADH7",7.99166666666666,25.6347222222222,0.177457483008121,0.866082708360017,0.94359336090847,-4.5959339626939
"CDK2AP1",56.0305555555551,1687.38194444444,0.177441437645408,0.866094665847618,0.94359336090847,-4.59593396839275
"IFNW1",-15.713888888889,290.568055555556,-0.176956099634291,0.866456373508097,0.943874219306075,-4.59593414053332
"PTH",-11.8861111111111,96.8375,-0.176590642281774,0.866728762197556,0.944042213448891,-4.59593426985092
"CLCN2",-24.2666666666667,465.538888888889,-0.176223720456683,0.86700226348694,0.944042213448891,-4.5959343994244
"ZNF549",-10.1111111111111,93.5333333333333,-0.176200127229497,0.867019850456113,0.944042213448891,-4.59593440774703
"LILRB4",-14.7277777777779,209.975,-0.17606085128465,0.86712367193016,0.944042213448891,-4.5959344568552
"LOC101927144",14.4277777777777,247.580555555556,0.176029302092238,0.867147190294198,0.944042213448891,-4.59593446797406
"JOSD1",36.6388888888885,1288.39166666667,0.175912584365646,0.867234198945013,0.944042213448891,-4.59593450909192
